publisher,genres,release_date,tags,price,early_access,id,developer
Digital Fusion Inc.,"['Action', 'Casual', 'Simulation']",2007-11-08,"['Action', 'Casual', 'Simulation']",2.99,0.0,655440.0,Digital Fusion Inc.
Arboreal Games,"['Action', 'Adventure', 'Casual', 'Indie', 'Early Access']",2015-08-21,"['Early Access', 'Indie', 'Casual', 'Action', 'Adventure']",8.99,1.0,395480.0,Arboreal Games
ThinkVirtual,['Casual'],2017-10-20,['Casual'],0.99,0.0,720600.0,ThinkVirtual
Radiangames,"['Action', 'Adventure', 'Indie', 'RPG']",2015-07-29,"['Action', 'Indie', 'Adventure', 'RPG', 'Twin Stick Shooter']",4.99,0.0,387280.0,Radiangames
Kalypso Media Digital,"['Simulation', 'Strategy']",2011-09-01,"['City Builder', 'Simulation', 'Strategy', 'Management', 'Comedy', 'Sandbox', 'Singleplayer', 'Great Soundtrack', 'Economy', 'Real-Time with Pause', 'Politics', 'Building', 'Resource Management', 'Funny', 'Political', 'Atmospheric', 'RTS', 'Cold War', 'Capitalism', 'God Game']",14.99,0.0,57690.0,Haemimont Games
Tomkorp Computer Solutions Inc.,"['Adventure', 'Indie']",2010-11-18,"['Lemmings', 'Indie', 'Adventure', 'Puzzle', 'Strategy', 'Casual']",4.99,0.0,72400.0,Tomkorp Computer Solutions Inc.
Dovetail Games - Flight,['Simulation'],2016-02-16,['Simulation'],9.99,0.0,379544.0,Virtavia
ProGames Studio,"['Action', 'Early Access']",2016-09-05,"['Early Access', 'Action', 'FPS', 'Shooter', 'e-sports', 'Singleplayer', 'Fast-Paced', 'Competitive', 'Difficult', 'Score Attack']",4.99,1.0,518030.0,ProGames Studio
VRS,"['Casual', 'Indie', 'Simulation', 'Strategy']",2017-08-25,"['Casual', 'Indie', 'Simulation', 'Strategy']",3.99,0.0,695590.0,G. Malta
MonkeyToons,"['Adventure', 'Indie']",2016-07-21,"['Adventure', 'Indie', 'Western', 'Point & Click', 'Comedy', 'Female Protagonist', 'Puzzle', 'Hand-drawn', 'Singleplayer', 'Mystery', 'Story Rich', 'Cartoon', 'Aliens', 'Hidden Object']",9.99,0.0,480900.0,MonkeyToons
Sun Labyrinth LLC,"['Adventure', 'Casual', 'Indie']",2017-07-13,"['Adventure', 'Indie', 'Casual']",2.99,0.0,679340.0,Sun Labyrinth LLC
Digital Tribe,"['Action', 'Adventure', 'Indie', 'RPG']",2015-03-26,"['Action', 'Adventure', 'RPG', 'Indie']",4.99,0.0,344530.0,Phigames
Dovetail Games - Trains,['Simulation'],2016-07-13,['Simulation'],19.99,0.0,376952.0,Skyhook Games
"PopCap Games, Inc.",['Casual'],2009-07-27,"['Casual', 'Hidden Object']",4.99,0.0,3610.0,SpinTop Games
Ronimo Games,"['Action', 'Indie', 'Strategy']",2017-12-06,"['Strategy', 'Action', 'Indie']",3.99,0.0,399835.0,Ronimo Games
Ripstone,"['Action', 'Adventure', 'Indie']",2013-12-13,"['Adventure', 'Indie', 'Comedy', 'Action', 'Platformer', 'Puzzle', 'Funny', '2D', 'Singleplayer']",7.99,0.0,251830.0,Zoink Games
"Codemasters, Feral Interactive (Mac)","['Racing', 'Sports']",2013-11-12,"['Sports', 'Racing']",2.99,0.0,255692.0,"Codemasters Racing,Feral Interactive (Mac)"
Wizards of the Coast LLC,['Strategy'],2013-01-09,['Strategy'],0.99,0.0,208844.0,Stainless Games
Idea Factory International,['Strategy'],2016-04-26,['Strategy'],0.99,0.0,426999.0,"Idea Factory,Compile Heart,Sting"
"Hopoo Games, LLC","['Action', 'Indie', 'RPG']",2017-02-06,"['Action', 'RPG', 'Indie']",4.99,0.0,323410.0,"Hopoo Games, LLC"
"Encore, Viva Media","['Adventure', 'Casual']",2013-03-21,"['Casual', 'Adventure', 'Hidden Object', 'Puzzle', 'Point & Click']",9.99,0.0,260270.0,8th Floor Games
N3V Games,['Simulation'],2016-03-24,['Simulation'],19.99,0.0,453200.0,N3V Games
Atari,"['Action', 'Adventure']",2013-10-29,"['Adventure', 'Action', 'Horror', 'Survival Horror', 'Classic', 'Lovecraftian']",6.99,0.0,259190.0,"Darkworks,Spiral House"
CarVin Interactive,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Early Access']",2016-11-18,"['Early Access', 'Action', 'Adventure', 'Simulation', 'Indie', 'Casual']",14.99,1.0,454580.0,CarVin Interactive
AYE Technology,"['Action', 'Adventure', 'Indie']",2017-09-11,"['Action', 'Adventure', 'Indie']",0.99,0.0,692290.0,B52 Development Team
Rodaja,"['Casual', 'Indie', 'Sports']",2015-09-03,"['Sports', 'Indie', 'Casual', 'Local Multiplayer']",4.99,0.0,377550.0,Rodaja
Degica,['Action'],2017-02-15,['Action'],4.99,0.0,572380.0,"Pyramid,Chara-Ani,G.rev Ltd."
Deck13,['Adventure'],2008-04-15,"['Adventure', 'Point & Click', 'Comedy']",9.99,0.0,12340.0,Deck13
Omnichron Studios,['Indie'],2017-07-06,"['Indie', 'Platformer', 'Pixel Graphics']",5.99,0.0,659320.0,Omnichron Studios
Flat Voxel,"['Action', 'Indie']",2015-05-12,"['Action', 'Indie']",0.99,0.0,725660.0,Flat Voxel
PrimeBit Games Sp. z o.o.,"['Action', 'Adventure', 'RPG']",2017-03-14,"['RPG', 'Adventure', 'Action']",2.99,0.0,606060.0,PrimeBit Games Sp. z o.o.
Dovetail Games - Flight,['Simulation'],2016-12-21,['Simulation'],14.99,0.0,536574.0,Aerosoft GmbH
Zombie Panic Team,"['Action', 'Free to Play', 'Indie']",2007-12-28,"['Free to Play', 'Zombies', 'Action', 'Multiplayer', 'Survival', 'Indie', 'Horror', 'Mod', 'FPS', 'Co-op', 'First-Person', 'Shooter', 'Online Co-Op', 'Adventure', 'Team-Based', 'Massively Multiplayer', 'Survival Horror', 'Atmospheric', 'Dark', 'RPG']",,0.0,17500.0,Zombie Panic Team
Digital Tribe,"['Action', 'Adventure', 'Indie']",2015-09-28,"['Indie', 'Adventure', 'Action', 'Horror', 'Psychological Horror', 'First-Person']",12.99,0.0,374060.0,GreyLight Entertainment
Joakim Sandberg,"['Action', 'Indie']",2012-04-23,"['Action', 'Indie', 'Pixel Graphics', ""Beat 'em up"", 'Platformer', 'Side Scroller', 'Great Soundtrack', 'Female Protagonist', 'Singleplayer', '2D', 'Arcade', 'Retro', 'Anime']",4.99,0.0,207530.0,Joakim Sandberg
Flying Kiwi,"['Casual', 'Indie']",2017-06-26,"['Indie', 'Casual', 'Puzzle', '2D', 'Family Friendly']",2.99,0.0,664080.0,Flying Kiwi
Keen Software House,"['Action', 'Indie']",2012-08-28,"['Action', 'Indie']",4.99,0.0,219070.0,Keen Software House
Boomzap Entertainment,['Casual'],2017-06-05,"['Casual', 'Puzzle', 'Match 3', 'Adventure', 'Magic', 'Fantasy']",9.99,0.0,618370.0,Boomzap Entertainment
Back To Basics Gaming,"['Casual', 'Indie']",2016-03-30,"['Casual', 'Indie', 'Relaxing']",0.99,0.0,451880.0,Alister Software
Big Fish Games,"['Adventure', 'Casual']",2016-06-20,"['Casual', 'Adventure', 'Hidden Object']",9.99,0.0,466100.0,EleFun Games
Ubisoft,['Action'],2002-05-31,"['Action', 'Tactical']",9.99,0.0,19810.0,Red Storm Entertainment
Roman Kozhukhov,"['Action', 'Indie']",2016-04-06,"['Action', 'Indie', ""Shoot 'Em Up"", 'Space', 'Great Soundtrack', 'Shooter']",2.99,0.0,454900.0,Roman Kozhukhov
Topware Interactive,"['Action', 'Casual', 'Indie']",2003-11-01,"['Action', 'Casual', 'Indie', 'Shooter']",6.99,0.0,259340.0,ToonTRAXX Studios
Artifex Mundi,"['Adventure', 'Casual']",2014-09-27,"['Hidden Object', 'Adventure', 'Casual', 'Female Protagonist', 'Point & Click', 'Mystery', 'Fantasy', 'Puzzle', 'Singleplayer', 'Family Friendly', 'Great Soundtrack', 'Atmospheric', 'Story Rich', 'Indie', '2D']",9.99,0.0,279800.0,Artifex Mundi
"Strength in Numbers Studios, Inc","['Casual', 'Indie']",2017-08-10,"['Indie', 'Casual', 'Puzzle', 'Relaxing', 'Stylized']",2.99,0.0,563710.0,"Strength in Numbers Studios, Inc"
Razzart Visual,['Casual'],2017-04-10,"['Sexual Content', 'Nudity', 'Casual', 'Anime', 'Visual Novel', 'Comedy', 'NSFW']",9.99,0.0,603120.0,Razzart Visual
Dovetail Games - Trains,['Simulation'],2012-05-24,['Simulation'],19.99,0.0,208281.0,virtualRailroads
Krealit,"['Adventure', 'Indie']",2017-09-22,"['Indie', 'Adventure', 'Walking Simulator', 'Great Soundtrack', 'Horror', 'Atmospheric', 'First-Person', 'Story Rich', 'Singleplayer', 'Dark', 'Psychological', 'Psychological Horror']",5.99,0.0,629840.0,Krealit
BurstRay Games,"['Adventure', 'Casual', 'Indie']",2015-08-14,"['Adventure', 'Indie', 'Casual']",2.99,0.0,394050.0,BurstRay Games
Dovetail Games - Trains,['Simulation'],2013-08-23,['Simulation'],19.99,0.0,222593.0,Dovetail Games
Infinity Arc Studios,"['Action', 'Casual', 'Indie']",2017-09-26,"['Action', 'Indie', 'Casual', 'Arcade', 'Colorful']",2.99,0.0,708140.0,Infinity Arc Studios
Hifire Game Studio,"['Action', 'Indie', 'Strategy']",2017-09-14,"['Strategy', 'Action', 'Indie']",4.99,0.0,704990.0,Hifire Game Studio
Fully Bugged,"['Casual', 'Indie']",2015-06-04,"['Indie', 'Casual']",3.99,0.0,352210.0,Fully Bugged
Nicholas Hiller,"['Casual', 'Strategy']",2017-12-04,"['Strategy', 'Casual']",0.99,0.0,749430.0,Nicholas Hiller
Buka Entertainment,['Casual'],2016-06-02,['Casual'],5.99,0.0,467430.0,"Aliasworlds,Amegami,Rionix,Melesta"
WB Games,['Action'],2017-11-14,['Action'],39.99,0.0,734280.0,"NetherRealm Studios,QLOC"
BANDAI NAMCO Entertainment,"['Action', 'RPG']",2017-01-26,"['Action', 'RPG']",,0.0,565210.0,BANDAI NAMCO Studios Inc.
Dovetail Games - Flight,['Simulation'],2017-03-16,"['Simulation', 'Flight']",44.99,0.0,556212.0,Aerosoft GmbH
EnsenaSoft,"['Casual', 'Indie']",2016-09-27,"['Casual', 'Indie']",4.99,0.0,531860.0,EnsenaSoft
White Wizard Games,['Strategy'],2016-07-01,"['Strategy', 'Card Game', 'Lovecraftian']",4.99,0.0,485000.0,White Wizard Games
"Piko Interactive LLC, Classics Digital",['Action'],1995-01-01,"['FPS', 'Action', 'Classic', 'Family Friendly', 'Singleplayer', 'Retro', 'Education', 'Difficult', 'Cult Classic', 'Pixel Graphics', 'Shooter', 'First-Person', 'Alternate History', 'Cold War', 'Sexual Content', 'Funny', 'Fantasy', 'Perma Death', 'Cute']",4.99,0.0,371180.0,"Wisdom Tree, Inc."
Headup Games,"['Action', 'Adventure']",2009-09-16,"['Action', 'Adventure', 'Puzzle', 'Female Protagonist', 'First-Person', 'Story Rich', 'FPS']",4.99,0.0,27900.0,DnS Development
Panoramik Inc,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",2017-06-05,"['Strategy', 'RPG', 'Action', 'Adventure', 'Free to Play', 'Massively Multiplayer']",19.99,0.0,645430.0,Panoramik Inc
ArcticFox223/CrimsonSpectreFox,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",2016-02-29,"['RPG', 'Indie', 'Casual', 'RPGMaker', 'Action', 'Adventure', 'Strategy']",2.99,0.0,448750.0,ArcticFox223/CrimsonSpectreFox
THQ Nordic,"['Action', 'RPG']",2001-03-15,"['RPG', 'Atmospheric', 'Open World', 'Classic', 'Fantasy', 'Singleplayer', 'Action', 'Gothic', 'Third Person', 'Medieval', 'Adventure', 'Dark Fantasy', 'Story Rich', 'Magic', 'Great Soundtrack', 'Retro', 'Action RPG', 'Difficult', 'Choices Matter', 'Sandbox']",19.99,0.0,65540.0,Piranha Bytes
Tikipod Ltd,"['Action', 'Indie']",2014-02-03,"['Action', 'Indie', ""Shoot 'Em Up"", 'Retro', 'Arcade', '2D', 'Pixel Graphics', 'Local Co-Op', 'Shooter', 'Side Scroller', 'Cute', 'Co-op', 'Difficult', 'Underwater', 'Great Soundtrack', 'Local Multiplayer']",6.99,0.0,263880.0,"Dugan,Gabor,Electric Cafe"
Archbears,"['Adventure', 'Free to Play', 'Indie', 'Strategy', 'Early Access']",2017-12-05,"['Early Access', 'Free to Play', 'Indie', 'Adventure', 'Strategy', 'Survival', 'Anime', 'Multiplayer']",,1.0,690510.0,Archbears
Torreng Labs,['Indie'],2016-09-08,['Indie'],3.99,0.0,516930.0,Torreng Labs
KISS ltd,"['Action', 'Indie']",2014-04-17,"['Indie', 'Action', 'Co-op', 'Multiplayer', 'Space', 'Puzzle', 'Local Co-Op', 'Online Co-Op', 'Shooter']",9.99,0.0,271570.0,BumpkinBrothers
Retro Army Limited,"['Action', 'Casual', 'Indie']",2016-06-13,"['Casual', '2D Fighter', 'Action', 'Fighting', 'Indie', 'Pixel Graphics', 'Retro']",2.99,0.0,449210.0,Retro Army Limited
Warner Bros. Interactive Entertainment,"['Action', 'Strategy']",2013-08-29,"['Strategy', 'Action']",14.99,0.0,111912.0,Zombie Studios
AlternativaPlatform,"['Action', 'Free to Play', 'Massively Multiplayer', 'Early Access']",2017-04-20,"['Early Access', 'Free to Play', 'Action', 'Tanks', 'Massively Multiplayer', 'Multiplayer', 'Shooter', 'Strategy', 'Arcade']",,1.0,607200.0,AlternativaPlatform
Activision,['Action'],2015-01-15,['Action'],1.99,0.0,333087.0,"Sledgehammer Games,Raven Software"
Dovetail Games,['Simulation'],2017-01-31,['Simulation'],9.99,0.0,500210.0,High Iron Simulations
MediaSpark,"['Casual', 'Indie', 'Simulation', 'Strategy']",2016-08-09,"['Casual', 'Indie', 'Strategy', 'Simulation']",9.99,0.0,510380.0,MediaSpark
Shield Break Studios,"['Action', 'Indie']",2016-02-25,"['Action', 'Multiplayer', 'Indie', 'MOBA']",4.99,0.0,348460.0,Shield Break Studios
DreamSail Games,"['Action', 'Casual', 'Indie']",2016-08-09,"['Indie', 'Casual', 'Action', '4 Player Local', 'Local Multiplayer', 'Multiplayer', 'Fighting']",14.99,0.0,460750.0,DreamSail Games
Brigham Young University,"['Action', 'Free to Play', 'Strategy']",2016-10-28,"['Free to Play', 'Strategy', 'Action', 'MOBA', 'Multiplayer']",,0.0,546600.0,BYU Animation -  Class of 2016
SmashMouth Games Ltd,['Indie'],2015-05-29,['Indie'],0.99,0.0,369940.0,SmashMouth Games Ltd
Black Shell Media,"['Adventure', 'Indie', 'Strategy']",2014-11-18,"['Indie', 'Strategy', 'Adventure', 'Puzzle', 'Rogue-like', 'Dungeon Crawler']",4.99,0.0,388620.0,Clewcat Games
"Liam Hughes, Ryan Cooper",['Indie'],2017-04-07,"['Indie', 'Platformer', 'Puzzle', '2D', 'Level Editor', 'Pixel Graphics', 'Puzzle-Platformer']",4.99,0.0,552900.0,"Liam Hughes,Ryan Cooper"
HeR Interactive,['Adventure'],2009-03-01,"['Adventure', 'Point & Click', 'Puzzle', 'Mystery', 'Female Protagonist', 'Detective']",6.99,0.0,31910.0,HeR Interactive
Inner Monkey,"['Casual', 'Indie']",2017-11-08,"['Indie', 'Casual']",1.99,0.0,728670.0,Inner Monkey
Golden Unicorn Gaming Inc,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",2017-08-02,"['Adventure', 'Indie', 'Action', 'Strategy', 'RPGMaker', 'RPG', 'Turn-Based Combat', 'Pixel Graphics']",4.99,0.0,669380.0,Golden Unicorn Gaming Inc
Dylan Loney,"['Action', 'Adventure', 'Casual', 'Indie']",2014-08-12,"['Word Game', 'Spelling', 'Typing', 'Indie', 'Adventure', 'Casual', 'Action', 'Singleplayer', 'Pixel Graphics', 'RPG']",2.99,0.0,335790.0,Dylan Loney
I-Illusions,"['Action', 'Indie']",2013-05-24,"['Indie', 'Platformer', 'Action', 'Atmospheric', 'Great Soundtrack', 'Puzzle', 'Difficult', 'Casual', 'Singleplayer', '2D']",8.99,0.0,235820.0,I-Illusions
Eagle Dynamics SA,['Simulation'],2017-10-06,['Simulation'],9.99,0.0,685080.0,Maple Flag
Capcom,['Action'],2017-12-05,['Action'],3.99,0.0,721107.0,Capcom
Big Sandwich Games,"['Action', 'Casual', 'Indie', 'Strategy']",2011-04-04,"['Casual', 'Indie', 'Strategy', 'Action', 'Dragons', 'Fantasy', 'Multiplayer', 'Arcade', 'Singleplayer', 'Co-op']",9.99,0.0,63000.0,Big Sandwich Games
Zen Studios,['Simulation'],2017-09-26,['Simulation'],4.99,0.0,646667.0,Zen Studios
BrashMonkey,"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Utilities']",2016-07-06,"['Design & Illustration', 'Utilities', 'Animation & Modeling']",12.99,0.0,493330.0,BrashMonkey
Timedrop Studios,"['Action', 'Indie']",2015-03-03,"['Action', 'Indie', 'Arcade', 'Dungeon Crawler']",,0.0,357830.0,Timedrop Studios
Polygon Art,"['Action', 'Indie']",2017-05-25,"['Action', 'Indie', 'War', 'Tactical', 'First-Person', 'Difficult', 'Wargame', 'Cold War']",7.99,0.0,623230.0,Polygon Art
Sluggerfly,"['Action', 'Adventure', 'Indie']",2015-12-08,"['Action', 'Indie', 'Zombies', '3D Platformer', 'Adventure', 'Parkour', 'Gore', 'Difficult', 'Singleplayer', 'Funny', 'Great Soundtrack', 'Multiplayer', 'Horror', 'Comedy', 'Sports', 'Blood', 'Platformer', 'Dark Humor']",9.99,0.0,395200.0,Sluggerfly
Like A Boss LLC,"['Action', 'Adventure', 'Indie', 'Strategy']",2016-08-11,"['Action', 'Adventure', 'Indie', 'Strategy', 'Puzzle-Platformer']",1.99,0.0,513140.0,Acerio Games
VRS,"['Casual', 'Indie', 'Simulation']",2017-09-19,"['Indie', 'Casual', 'Simulation']",3.99,0.0,709430.0,G. Malta
Anarch Entertainment,"['Indie', 'Early Access']",2017-09-18,"['Early Access', 'Indie']",14.99,1.0,681530.0,"NOISZMAKERS,Team Infinity"
Raxasoft Games,"['Action', 'Indie']",2016-12-15,"['Action', 'Indie', 'Retro', 'Arcade', ""Shoot 'Em Up"", 'Sci-fi', 'Twin Stick Shooter']",2.99,0.0,565110.0,Raxasoft Games
Strategy First,['Action'],2008-07-22,"['Action', 'FPS', 'World War II', 'Shooter', 'First-Person', 'Singleplayer']",9.99,0.0,281410.0,Burut CT
N3V Games,['Simulation'],2017-07-03,['Simulation'],14.99,0.0,612200.0,N3V Games
Shorebound Studios,"['Action', 'Adventure', 'Indie']",2014-06-13,"['Action', 'Indie', 'Adventure', 'Platformer']",7.99,0.0,296730.0,Shorebound Studios
Proletariat Inc.,"['Action', 'Indie', 'Sports', 'Early Access']",2016-09-30,"['Early Access', 'Action', 'Indie', 'Sports', 'Parkour', 'Multiplayer']",19.99,1.0,252850.0,Proletariat Inc.
Serenity Forge,"['Action', 'Indie', 'Simulation']",2015-05-15,"['Simulation', 'Action', 'Indie', 'Puzzle', 'Level Editor', 'Great Soundtrack', 'Physics', 'Space']",9.99,0.0,330660.0,Serenity Forge
PlayStation Mobile Inc.,['Action'],2015-12-07,['Action'],2.99,0.0,395233.0,Arrowhead Game Studios
Wizards of the Coast LLC,['Strategy'],2013-06-26,['Strategy'],0.99,0.0,213893.0,Stainless Games
Relentless Game Studios,"['Action', 'Adventure', 'Casual', 'Indie']",2017-03-13,"['Action', 'Adventure', 'Indie', 'Female Protagonist', 'Casual', 'Third-Person Shooter']",6.99,0.0,600550.0,Relentless Game Studios
Myrolit Studios,"['Action', 'Casual', 'Indie']",2015-12-22,"['Action', 'Casual', 'Indie']",1.99,0.0,428760.0,Myrolit Studios
WINGED SAKURA GAMES,"['Indie', 'RPG', 'Strategy']",2014-11-07,"['Strategy', 'Anime', 'RPG', 'Indie', 'Tower Defense', 'Female Protagonist', 'Singleplayer', '2D', 'Difficult', 'Fast-Paced', 'Survival', 'Nudity', 'Fantasy']",14.99,0.0,331390.0,WINGED SAKURA GAMES
Kotoshiro,"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']",2018-01-04,"['Strategy', 'Action', 'Indie', 'Casual', 'Simulation']",4.99,0.0,761140.0,Kotoshiro
Square Enix,"['Casual', 'Strategy']",2012-06-21,"['Puzzle', 'First-Person', 'Comedy', 'Platformer', 'Physics', 'Casual', 'Singleplayer', 'Strategy', 'Time Manipulation', 'Science', 'Cartoony', 'Family Friendly', 'Adventure', 'Sci-fi', 'Funny']",8.99,0.0,200010.0,Airtight Games
Munchkin's Lair,"['Free to Play', 'Indie', 'Strategy']",2017-07-03,"['Free to Play', 'Indie', 'Strategy', 'Space']",,0.0,659900.0,Munchkin's Lair
HeroCraft,['Strategy'],2016-12-02,['Strategy'],2.99,0.0,536741.0,HeroCraft
Dharker Studio,"['Adventure', 'Indie']",2015-12-09,"['Nudity', 'Indie', 'Sexual Content', 'Adventure', 'Visual Novel', 'Anime']",6.99,0.0,408770.0,Dharker Studio
SOEDESCO Publishing,"['Action', 'Adventure', 'Indie', 'RPG']",2017-06-02,"['Adventure', 'Indie', 'Action RPG', 'Local Co-Op', 'Music', 'Action', 'RPG', 'Casual', 'Controller', 'Great Soundtrack', 'Family Friendly', 'Puzzle', 'Singleplayer']",29.99,0.0,573660.0,Triangle Studios
"KOEI TECMO GAMES CO., LTD.",['Action'],2017-08-29,['Action'],1.99,0.0,658291.0,"KOEI TECMO GAMES CO., LTD."
"2K Games, Aspyr (Mac &amp;amp; Linux)","['Action', 'RPG']",2013-10-22,"['Action', 'RPG', 'Shooter']",2.99,0.0,245890.0,"Gearbox Software,Aspyr (Mac &amp; Linux)"
Codemasters,['RPG'],2007-06-26,"['RPG', 'Villain Protagonist', 'Third Person', 'Action', 'Comedy', 'Fantasy', 'Adventure', 'Funny', 'Singleplayer', 'Dark Humor', 'Action-Adventure', 'Strategy', 'Action RPG', 'Atmospheric', 'Puzzle', 'RTS', 'Open World', 'Hack and Slash', 'Multiplayer', 'Story Rich']",4.99,0.0,11450.0,"Triumph Studios,Virtual Programming"
Dovetail Games - Trains,['Simulation'],2013-05-16,['Simulation'],19.99,0.0,222575.0,MeshTools
Grey Box,['Adventure'],2017-05-26,"['Adventure', 'Exploration', 'Puzzle', 'Atmospheric', 'Singleplayer', 'Great Soundtrack', 'Colorful', 'Fantasy', 'Indie', 'Open World', '3D Platformer', 'Action', 'Relaxing', 'Walking Simulator']",29.99,0.0,493200.0,"Tequila Works,QLOC"
maddma,"['Casual', 'Indie', 'Strategy']",2016-08-08,"['Strategy', 'Indie', 'Casual', 'Lemmings', 'Retro', 'Puzzle-Platformer']",2.99,0.0,511070.0,maddma
Wargaming Labs,['Strategy'],1996-11-22,"['Strategy', 'Space', '4X', 'Sci-fi', 'Turn-Based', 'Classic', 'Turn-Based Strategy']",5.99,0.0,410980.0,SimTex
Cybertron Design Studios,"['Action', 'Indie', 'Strategy']",2015-01-05,"['Indie', 'Strategy', 'Action', 'Tower Defense', 'Fantasy']",4.99,0.0,333660.0,"Jsmael Stieger,Manuel Stieger,Andreas Stieger"
Bogdanehi,['Action'],2017-07-14,"['Action', 'Retro']",0.99,0.0,661090.0,Bogdanehi
Brogames,"['Action', 'Casual', 'Indie']",2017-01-10,"['Casual', 'Action', 'Indie', ""Shoot 'Em Up""]",0.99,0.0,576540.0,Brogames
Black Box,"['Indie', 'Strategy', 'Early Access']",2017-11-07,"['Early Access', 'Strategy', 'Indie']",7.99,1.0,564140.0,Juniper Theory
Red Splat Games,"['Casual', 'Indie']",2016-03-14,"['Indie', 'Casual']",1.99,0.0,454080.0,David Mulder
Digital Tribe,"['Adventure', 'Casual', 'Indie']",2014-05-15,"['Puzzle', 'Indie', 'Casual', 'First-Person', 'Adventure', 'Atmospheric', 'Platformer', 'Building', 'Level Editor', 'Great Soundtrack', 'Exploration', 'Singleplayer', 'VR', 'Relaxing', 'Parkour']",9.99,0.0,252550.0,Liquid Flower
Ubisoft,"['Action', 'Adventure']",2015-03-09,"['Adventure', 'Action']",6.99,0.0,339030.0,"Ubisoft Sofia,Ubisoft Kiev"
Jenito,"['Action', 'Indie']",2016-10-21,"['Action', 'Indie', 'Twin Stick Shooter', 'Arcade', 'Rogue-like']",7.99,0.0,547000.0,Jenito
N3V Games,['Simulation'],2017-05-31,['Simulation'],5.99,0.0,643420.0,N3V Games
Night Node,"['Action', 'Indie', 'Simulation']",2015-05-27,"['Action', 'Indie', 'Simulation']",1.99,0.0,358880.0,Night Node
Niine Games,"['Action', 'Indie']",2016-03-03,"['Action', 'Indie', ""Shoot 'Em Up"", 'Twin Stick Shooter', 'Bullet Hell', 'Arcade', 'Psychedelic', 'Colorful', 'Shooter', '2D', 'Singleplayer', 'Space', 'Great Soundtrack', 'Replay Value']",9.99,0.0,381320.0,Philip Bak
